,palmOil,controversialWeapons,gambling,socialScore,nuclear,furLeather,alcoholic,gmo,catholic,socialPercentile,peerCount,governanceScore,environmentPercentile,animalTesting,tobacco,totalEsg,highestControversy,esgPerformance,coal,pesticides,adult,percentile,peerGroup,smallArms,environmentScore,governancePercentile,militaryContract,company_ticker
Value,False,False,False,3.81,False,False,False,False,False,0,105,6.1,0,False,False,13.13,1,LAG_PERF,False,False,False,5.34,Real Estate,False,3.23,0,False,DLR
Value,False,False,False,13.04,False,False,False,False,False,0,55,8.34,0,True,False,27.32,2,,False,False,False,49.5,Healthcare,False,5.93,0,False,DXCM
Value,False,False,False,2.5700000000000003,False,False,False,False,False,0,14,5.4,0,False,False,13.49,3,LAG_PERF,False,False,False,6.03,Building Products,False,5.53,0,False,JCI
Value,False,False,False,3.18,False,False,False,False,False,0,14,5.19,0,False,False,16.23,2,LAG_PERF,False,False,False,11.88,Building Products,False,7.87,0,False,TT
Value,False,False,False,9.83,False,False,False,False,False,0,85,10.87,0,False,False,22.67,3,,False,False,False,32.08,Diversified Financials,False,1.97,0,False,BK
Value,False,False,False,5.41,False,False,False,False,False,0,85,5.39,0,False,False,12.41,1,LAG_PERF,False,False,False,4.28,Diversified Financials,False,1.6099999999999999,0,False,MSCI
Value,False,False,False,6.25,False,False,False,False,False,0,29,7.88,0,False,False,18.93,1,LAG_PERF,False,False,False,19.58,Semiconductors,False,4.8,0,False,XLNX
Value,False,False,False,12.09,False,False,False,False,False,0,53,7.26,0,False,False,27.65,2,,False,False,False,50.84,Machinery,False,8.3,0,True,PH
Value,False,False,False,10.98,False,False,False,False,False,0,83,7.08,0,True,False,19.39,2,LAG_PERF,False,False,False,21,Pharmaceuticals,False,1.33,0,False,IQV
Value,False,False,False,7.69,False,False,False,False,False,0,73,7.41,0,True,False,24.42,1,,False,False,False,38.63,Chemicals,False,9.32,0,False,PPG
Value,False,False,False,9.04,False,False,False,False,False,0,95,4.15,0,True,False,21.28,2,,False,False,False,25.87,Food Products,False,8.09,0,False,GIS
Value,False,False,False,7.5,False,False,False,False,False,0,53,6.06,0,False,False,19.36,2,LAG_PERF,False,False,False,20.88,Machinery,False,5.8,0,True,CMI
Value,False,False,False,12.18,False,False,False,False,False,0,37,9.62,0,False,False,31.19,3,LEAD_PERF,False,False,False,63.8,Automobiles,False,9.39,0,False,F
Value,False,False,False,5.03,False,False,False,False,False,0,53,5.15,0,True,False,10.29,2,LAG_PERF,False,False,False,2.12,Technology Hardware,False,0.11,0,False,HPQ
Value,False,True,False,19.5,False,False,False,False,False,0,22,7.9,0,True,False,36.72,3,LEAD_PERF,False,False,False,80.53,Aerospace & Defense,True,9.32,0,True,GD
Value,False,False,False,7.04,False,False,False,False,False,0,98,10.68,0,False,False,18.84,1,LAG_PERF,False,False,False,18.04,Insurance,False,1.12,0,False,TRV
Value,False,False,False,10.81,False,False,False,False,False,0,91,14.71,0,False,False,27.39,2,,False,False,False,49.76,Insurance,False,1.87,0,False,AIG
Value,False,False,False,11.79,False,False,False,False,False,0,85,5.78,0,False,False,19.5,2,LAG_PERF,False,False,False,21.37,Diversified Financials,False,1.94,0,False,TROW
Value,False,False,False,9.33,False,False,False,False,False,0,99,6.45,0,False,False,16.71,2,LAG_PERF,False,False,False,13.17,Software & Services,False,0.93,0,False,EBAY
Value,False,False,False,10.03,False,False,False,False,False,0,45,3.9,0,False,False,21.79,3,,False,False,False,27.67,Consumer Services,False,7.85,0,False,MAR
Value,False,False,False,9.82,False,False,False,False,False,0,10,6.7,0,False,False,23.82,1,,False,False,False,36.26,Energy Services,False,7.31,0,False,SLB
Value,False,False,False,9.26,False,False,False,False,False,0,103,5.58,0,False,False,30.17,3,LEAD_PERF,False,False,False,60.21,Utilities,False,15.33,0,False,SRE
Value,False,False,False,10.72,False,False,False,False,False,0,92,5.11,0,False,False,28.26,2,,False,False,False,53.01,Food Products,False,12.43,0,False,MNST
Value,False,False,False,8.73,True,False,False,False,False,0,103,4.36,0,False,False,29.35,1,,True,False,False,57.17,Utilities,False,16.26,0,False,XEL
Value,False,False,False,11.06,False,False,False,False,False,0,64,8.24,0,False,False,38.97,1,LEAD_PERF,False,False,False,84.67,Oil & Gas Producers,False,19.67,0,False,EOG
Value,False,False,False,8.89,False,False,False,False,False,0,57,4.06,0,False,False,13.12,1,LAG_PERF,False,False,False,5.32,Retailing,False,0.16,0,False,ORLY
Value,False,False,False,15.92,False,False,False,False,False,0,31,7.5600000000000005,0,False,False,23.52,1,,False,False,False,35.27,Commercial Services,False,0.05,0,False,INFO
Value,False,False,False,7.7,False,False,False,False,False,0,98,11.17,0,False,False,20.61,2,,False,False,False,23.71,Insurance,False,1.74,0,False,ALL
Value,False,False,False,2.55,False,False,False,False,False,0,105,5.24,0,False,False,12.3,1,LAG_PERF,False,False,False,4.13,Real Estate,False,4.51,0,False,PSA
Value,False,False,False,13.62,False,False,False,False,False,0,55,9.93,0,True,False,28.08,2,,False,False,False,52.49,Healthcare,False,4.53,0,False,ZBH
Value,False,False,False,19.84,False,False,False,False,False,0,22,8.48,0,False,False,39.54,2,LEAD_PERF,False,False,False,85.74,Aerospace & Defense,False,11.21,0,True,TDG
Value,False,False,False,14.84,False,False,False,False,False,0,31,6.46,0,False,False,21.4,1,,False,False,False,27.54,Commercial Services,False,0.11,0,False,VRSK
Value,False,False,False,11.52,False,False,False,False,False,0,33,4.73,0,False,False,18.38,3,LAG_PERF,False,False,False,18.01,Food Retailers,False,2.13,0,False,WBA
Value,False,False,False,7.33,False,False,False,False,False,0,91,9.06,0,False,False,17.44,2,LAG_PERF,False,False,False,15.13,Insurance,False,1.05,0,False,PRU
Value,False,False,False,12.9,False,False,False,False,False,0,42,4.8,0,False,False,21.69,3,,False,False,False,28.47,Consumer Services,False,3.99,0,False,YUM
Value,False,False,False,8.13,False,False,False,False,False,0,42,3.88,0,False,False,19.95,2,LAG_PERF,False,False,False,22.75,Consumer Services,False,7.94,0,False,HLT
Value,False,False,False,8.08,False,False,False,False,False,0,37,5.54,0,False,False,32.87,3,LEAD_PERF,False,False,False,69.39,Refiners & Pipelines,False,19.25,0,False,PSX
Value,False,False,False,8.96,False,False,False,False,False,0,99,5.02,0,False,False,15.12,0,LAG_PERF,False,False,False,9.28,Software & Services,False,1.13,0,False,ANSS
Value,False,False,False,9.61,False,False,False,False,False,0,31,7.06,0,False,False,21.21,2,,False,False,False,26.89,Commercial Services,False,4.54,0,False,CTAS
Value,False,False,False,12.5,False,False,False,False,False,0,55,10.53,0,True,False,26.65,1,,False,False,False,47.23,Healthcare,False,3.62,0,False,RMD
Value,False,False,False,11.28,False,False,False,False,False,0,53,8.56,0,False,False,28.14,3,,False,False,False,52.69,Machinery,False,8.3,0,False,PCAR
Value,False,False,False,9.65,False,False,False,False,False,0,103,6.14,0,False,False,21.79,2,,False,False,False,28.79,Utilities,False,6,0,False,ES
Value,False,False,False,7.3,False,False,False,False,False,0,17,5.88,0,False,False,19.49,1,LAG_PERF,False,False,False,21.31,Electrical Equipment,False,6.31,0,False,ROK
Value,False,False,False,10.98,False,False,False,False,False,0,85,9.83,0,False,False,20.91,1,,False,False,False,25.96,Diversified Financials,False,0.11,0,False,DFS
Value,False,False,False,1.27,False,False,False,False,False,0,11,3.94,0,False,False,13.83,1,LAG_PERF,False,False,False,6.76,Containers & Packaging,False,8.62,0,True,BLL
Value,False,False,False,5.98,False,False,False,False,False,0,105,5.35,0,False,False,14.74,0,LAG_PERF,False,False,False,8.58,Real Estate,False,3.41,0,False,SBAC
Value,False,False,False,8.89,False,False,False,False,False,0,60,5.36,0,False,False,16.28,4,LAG_PERF,False,False,False,10.97,Healthcare,False,2.04,0,False,MCK
Value,False,False,False,9.81,False,False,False,False,False,0,99,6.1,0,False,False,17.08,0,LAG_PERF,False,False,False,14.12,Software & Services,False,1.17,0,False,PAYX
Value,False,False,False,7.86,False,False,False,False,False,0,91,12.64,0,False,False,22.96,2,,False,False,False,33.23,Insurance,False,2.46,0,False,AFL
Value,False,False,False,13.51,False,False,False,False,False,0,92,5.06,0,True,False,34.48,3,LEAD_PERF,False,False,False,74.38,Food Products,False,15.91,0,False,ADM
Value,False,False,False,7.18,False,False,False,False,False,0,83,5.3,0,False,False,13.06,1,LAG_PERF,False,False,False,5.18,Pharmaceuticals,False,0.58,0,False,MTD
Value,False,False,False,7.4,False,False,False,False,False,0,53,5.3,0,False,False,14.62,3,LAG_PERF,False,False,False,8.34,Technology Hardware,False,1.9300000000000002,0,False,MSI
Value,False,False,False,7.17,False,False,False,False,False,0,57,3.7800000000000002,0,False,False,11,2,LAG_PERF,False,False,False,2.65,Retailing,False,0.05,0,False,AZO
Value,False,False,False,6.71,False,False,False,False,False,0,37,5.96,0,False,False,27.72,3,,False,False,False,51.11,Refiners & Pipelines,False,15.06,0,False,MPC
Value,False,False,False,9.95,False,False,False,False,False,0,17,7.69,0,False,False,25.95,1,,False,False,False,44.61,Electrical Equipment,False,8.32,0,True,AME
Value,False,False,False,8.66,False,False,False,False,False,0,17,7.05,0,False,False,24.62,2,,False,False,False,39.37,Traders & Distributors,False,8.91,0,False,FAST
Value,False,False,False,12.55,False,False,False,False,False,0,53,8.3,0,False,False,26.57,1,,False,False,False,46.96,Machinery,False,5.72,0,False,SWK
Value,False,False,False,6.09,False,False,False,False,False,0,37,3.7199999999999998,0,False,False,18.36,2,LAG_PERF,False,False,False,17.95,Refiners & Pipelines,False,8.55,0,False,KMI
Value,False,False,False,8.66,True,False,False,False,False,0,103,5.74,0,False,False,28.94,2,,True,False,False,55.67,Utilities,False,14.53,0,False,PEG
Value,False,False,False,5.2,False,False,False,False,True,0,53,6.89,0,False,False,20,2,LAG_PERF,False,False,False,22.91,Technology Hardware,False,7.91,0,False,GLW
Value,False,False,False,6.83,False,False,False,False,False,0,18,4.96,0,False,False,12.73,2,LAG_PERF,False,False,False,4.68,Textiles & Apparel,False,0.9400000000000001,0,False,VFC
Value,False,False,False,15.24,False,False,False,False,False,0,47,5.66,0,False,False,31.03,2,LEAD_PERF,False,False,False,61.62,Transportation,False,10.14,0,False,LUV
Value,False,False,False,4.33,False,False,False,False,False,0,105,5.88,0,False,False,14.72,1,LAG_PERF,False,False,False,8.53,Real Estate,False,4.51,0,False,SPG
Value,False,False,False,11.64,False,False,False,False,False,0,165,11.73,0,False,False,25.26,1,,False,False,False,41.82,Banks,False,1.88,0,False,FRC
Value,False,False,False,9.24,True,False,False,False,False,0,103,5.43,0,False,False,32.53,1,LEAD_PERF,True,False,False,68.31,Utilities,False,17.85,0,False,WEC
Value,False,False,False,9.33,False,False,False,False,False,0,103,5.27,0,False,False,27.66,2,,False,False,False,50.91,Utilities,False,13.06,0,False,AWK
Value,False,False,False,12.43,False,False,False,False,False,0,94,8.52,0,False,False,22.5,2,,False,False,False,30.16,Diversified Financials,False,1.56,0,False,STT
Value,False,False,False,9.51,False,False,False,False,False,0,29,8.5,0,False,False,32.93,0,LEAD_PERF,False,False,False,69.57,Semiconductors,False,14.92,0,False,SWKS
Value,False,False,False,8.55,False,False,False,False,False,0,57,5.61,0,False,False,17.56,2,LAG_PERF,False,False,False,15.44,Retailing,False,3.4,0,False,DLTR
Value,False,False,False,10.3,False,False,False,False,False,0,91,10.3,0,False,False,20.73,2,,False,False,False,25.33,Insurance,False,0.13,0,False,WLTW
Value,False,False,False,3.2,False,False,False,False,False,0,105,4.64,0,False,False,11.31,1,LAG_PERF,False,False,False,2.9699999999999998,Real Estate,False,3.47,0,False,WELL
Value,False,False,False,8.52,False,False,False,False,False,0,37,3.2,0,False,False,20.7,2,,False,False,False,25.22,Refiners & Pipelines,False,8.98,0,False,WMB
Value,False,False,False,2.24,False,False,False,False,False,0,53,5.08,0,False,False,9.35,1,,False,False,False,1.6600000000000001,Technology Hardware,False,2.03,0,False,KEYS
Value,False,False,False,11.83,False,False,False,False,False,0,41,5.15,0,False,False,26.46,2,,False,False,False,46.54,Transportation,False,9.48,0,False,DAL
Value,False,False,False,11.76,False,False,False,False,False,0,31,6.82,0,False,False,22.71,1,,False,False,False,32.22,Commercial Services,False,4.13,0,False,CPRT
Value,False,False,False,7.92,False,False,False,False,False,0,33,6.49,0,False,False,21.92,0,,False,False,False,28.1,Semiconductors,False,7.5,0,False,MXIM
Value,False,False,False,3.44,False,False,False,False,False,0,9,4,0,False,False,17.27,2,LAG_PERF,True,False,False,14.66,Paper & Forestry,False,9.83,0,False,WY
Value,False,False,False,3.21,False,False,False,False,False,0,73,7.07,0,False,False,26.75,2,,False,False,False,47.62,Chemicals,False,16.48,0,False,LYB
Value,False,False,False,7.25,False,False,False,False,False,0,57,4.85,0,False,False,14.31,2,LAG_PERF,False,False,False,7.75,Retailing,False,2.22,0,False,BBY
Value,False,False,False,8.5,False,False,False,False,False,0,27,5.78,0,True,False,22,2,,False,False,False,29.6,Household Products,False,7.72,0,False,CLX
Value,False,False,False,9.33,False,False,False,False,False,0,38,5.99,0,False,False,20.51,3,,False,False,False,23.5,Food Retailers,False,5.19,0,False,KR
Value,False,False,False,14.18,False,False,False,False,False,0,35,5.53,0,False,False,35.35,2,LEAD_PERF,False,False,False,76.59,Industrial Conglomerates,False,15.63,0,False,FTV
Value,False,False,False,12.89,False,False,False,False,False,0,55,6.78,0,False,False,19.8,2,LAG_PERF,False,False,False,22.27,Healthcare,False,0.14,0,False,CERN
Value,False,False,False,6.87,False,False,False,False,False,0,39,5.41,0,False,False,28.4,3,,False,False,False,51.79,Refiners & Pipelines,False,16.12,0,False,VLO
Value,False,False,False,13.51,False,False,False,False,False,0,103,6.51,0,False,False,25.06,3,,False,False,False,41.04,Utilities,False,5.04,0,False,ED
Value,False,False,False,7.54,False,False,False,False,False,0,85,12.29,0,False,False,22.63,2,,False,False,False,31.94,Diversified Financials,False,2.8,0,False,AMP
Value,False,False,False,14.14,False,False,False,False,False,0,92,5.32,0,False,False,28.43,2,,False,False,False,53.69,Food Products,False,8.96,0,False,MKC
Value,False,False,False,9.09,False,False,False,False,False,0,91,12.31,0,False,False,21.53,2,,False,False,False,27.95,Insurance,False,0.13,0,False,AJG
Value,False,False,False,10.57,True,False,False,False,False,0,103,6.36,0,False,False,27.26,3,,False,False,False,49.31,Utilities,False,10.32,0,False,EIX
Value,False,False,False,10.12,False,False,False,False,False,0,99,6.52,0,False,False,17.71,2,LAG_PERF,False,False,False,16.04,Software & Services,False,1.07,0,False,FLT
Value,False,False,False,6.93,True,False,False,False,False,0,103,5.03,0,False,False,25.37,2,,True,False,False,42.3,Utilities,False,13.41,0,False,DTE
Value,False,False,False,7.19,False,False,False,False,False,0,9,6.02,0,False,False,22.55,2,,False,False,False,31.66,Homebuilders,False,9.34,0,False,DHI
Value,False,False,False,8.19,False,False,False,False,False,0,165,9.23,0,False,False,18.65,2,LAG_PERF,False,False,False,18.82,Banks,False,1.23,0,False,FITB
Value,False,False,False,12.92,False,False,False,False,False,0,165,14.11,0,False,False,29.13,0,,False,False,False,56.41,Banks,False,2.11,0,False,SIVB
Value,False,False,False,10.09,False,False,False,False,False,0,92,5.11,0,False,False,25.75,3,,False,False,False,43.75,Food Products,False,10.54,0,False,HSY
Value,False,False,False,17.29,False,False,False,False,False,0,31,7.01,0,False,False,24.44,4,,False,False,False,38.7,Commercial Services,False,0.14,0,False,EFX
Value,False,False,False,2.92,False,False,False,False,False,0,105,4.4,0,False,False,10.28,0,LAG_PERF,False,False,False,2.1,Real Estate,False,2.95,0,False,AVB
Value,False,False,False,14.41,False,False,False,False,False,0,92,6.75,0,True,False,34.44,3,LEAD_PERF,False,False,False,74.29,Food Products,False,13.28,0,False,KHC
Value,False,False,False,9.14,False,False,False,False,False,0,71,8.8,0,False,False,33.08,1,LEAD_PERF,False,False,False,68.72,Oil & Gas Producers,False,15.15,0,False,PXD
Value,False,False,False,6,False,False,False,False,False,0,29,5.78,0,False,False,18.74,0,LAG_PERF,False,False,False,19.09,Semiconductors,False,6.97,0,False,TER
Value,False,False,False,5.17,False,False,False,False,False,0,14,8.87,0,False,False,29.03,2,,False,False,False,56.06,Construction Materials,False,15,0,False,VMC
Value,False,False,False,8.37,False,False,False,False,False,0,103,5.51,0,False,False,33.59,2,LEAD_PERF,True,False,False,71.67,Utilities,False,19.71,0,False,PPL
Value,False,False,False,7.67,False,False,False,False,False,0,55,6.94,0,True,False,15.29,2,LAG_PERF,False,False,False,9.67,Healthcare,False,0.67,0,False,LH
Value,False,False,False,8,False,False,False,False,True,0,27,6.96,0,True,False,22.47,2,,False,False,False,31.4,Household Products,False,7.5,0,False,CHD
Value,False,False,False,9.33,False,False,False,False,False,0,9,5.67,0,False,False,24.53,2,,False,False,False,39,Homebuilders,False,9.53,0,False,LEN
Value,False,False,False,5.46,False,False,False,False,False,0,105,4.73,0,False,False,14.23,0,LAG_PERF,False,False,False,7.6,Real Estate,False,4.04,0,False,O
Value,False,False,False,2.48,False,False,False,False,False,0,105,3.24,0,False,False,6.99,1,,False,False,False,1.17,Real Estate,False,1.27,0,False,CBRE
Value,False,False,False,4.79,False,False,False,False,False,0,9,5.19,0,False,False,24.8,3,,False,False,False,40.05,Paper & Forestry,False,14.82,0,False,IP
Value,False,False,False,8.91,False,False,False,False,False,0,29,7.19,0,False,False,32.18,0,LEAD_PERF,False,False,False,67.15,Semiconductors,False,16.08,0,False,QRVO
Value,False,False,False,6.01,False,False,False,False,False,0,31,3.38,0,False,False,21.07,3,,False,False,False,26.52,Commercial Services,False,11.69,0,False,RSG
Value,False,False,False,12.55,False,False,False,False,False,0,85,10.33,0,False,False,25.13,2,,False,False,False,41.29,Diversified Financials,False,2.24,0,False,NTRS
Value,False,False,False,10.16,False,False,False,False,False,0,41,3.9699999999999998,0,False,False,23.57,2,,False,False,False,35.41,Transportation,False,9.44,0,False,KSU
Value,False,False,False,6.27,False,False,False,False,False,0,105,5.9,0,False,False,15.15,0,LAG_PERF,False,False,False,9.33,Real Estate,False,2.98,0,False,ARE
Value,False,False,False,12.87,False,False,False,False,False,0,99,6.28,0,False,False,22.19,1,,False,False,False,30.31,Software & Services,False,3.04,0,False,VRSN
Value,False,False,False,14.28,False,False,False,False,False,0,55,11.72,0,True,False,30.45,2,LEAD_PERF,False,False,False,61.13,Healthcare,False,4.45,0,False,HOLX
Value,False,False,False,11.5,False,False,False,False,False,0,94,7.02,0,False,False,18.63,1,LAG_PERF,False,False,False,17.53,Diversified Financials,False,0.11,0,False,SYF
Value,False,False,False,2.89,False,False,False,False,False,0,105,5.14,0,False,False,10.97,0,LAG_PERF,False,False,False,2.61,Real Estate,False,2.94,0,False,EQR
Value,False,False,False,9.21,False,False,False,False,False,0,73,8.9,0,True,False,37.21,1,LEAD_PERF,False,False,False,81.54,Chemicals,False,19.09,0,False,ALB
Value,False,False,False,7.93,False,False,False,False,False,0,53,5.11,0,False,False,16.57,2,LAG_PERF,False,False,False,12.83,Machinery,False,3.5300000000000002,0,False,XYL
Value,False,False,False,14.42,False,False,False,False,False,0,99,9.42,0,False,False,25.95,2,,False,False,False,44.57,Software & Services,False,2.11,0,False,EXPE
Value,False,False,False,12.13,False,False,False,False,False,0,99,6.17,0,False,False,19.53,2,LAG_PERF,False,False,False,21.46,Software & Services,False,1.23,0,False,FTNT
Value,False,False,False,4.9,False,False,False,False,False,0,14,8.99,0,False,False,31.78,2,LEAD_PERF,False,False,False,65.82,Construction Materials,False,17.9,0,False,MLM
Value,False,False,False,6.52,False,False,False,False,False,0,17,5.93,0,False,False,16.81,1,LAG_PERF,False,False,False,13.41,Traders & Distributors,False,4.36,0,False,URI
Value,False,False,True,8.1,False,False,False,False,False,0,42,8.65,0,False,False,18.36,2,LAG_PERF,False,False,False,17.95,Consumer Services,False,1.6099999999999999,0,False,LVS
Value,False,False,False,13.47,False,False,False,False,False,0,92,10.18,0,False,False,36.56,4,LEAD_PERF,False,False,False,80.18,Food Products,False,12.91,0,False,TSN
Value,False,False,False,8.48,True,False,False,False,False,0,103,6.52,0,False,False,33.54,2,LEAD_PERF,True,False,False,71.56,Utilities,False,18.54,0,False,ETR
Value,False,False,False,13.4,False,False,False,False,False,0,165,11.8,0,False,False,27.23,2,,False,False,False,49.24,Banks,False,2.02,0,False,MTB
Value,False,False,False,3.29,False,False,False,False,False,0,53,3.45,0,False,False,9.14,0,,False,False,False,1.58,Technology Hardware,False,2.4,0,False,CDW
Value,False,False,False,16.53,False,False,False,False,False,0,55,7.72,0,True,False,29.06,2,,False,False,False,56.18,Healthcare,False,4.8,0,False,TFX
Value,False,False,False,14.14,False,False,False,False,False,0,53,6.44,0,False,False,28.37,1,,False,False,False,53.45,Machinery,False,7.79,0,False,DOV
Value,False,False,False,7.86,True,False,False,False,False,0,103,5.55,0,False,False,29.14,2,,True,False,False,56.49,Utilities,False,15.73,0,False,AEE
Value,False,False,False,8.84,False,False,False,False,False,0,19,4.66,0,False,False,19.37,2,LAG_PERF,False,False,False,20.93,Consumer Durables,False,5.87,0,False,GRMN
Value,False,False,False,8.13,False,False,False,False,False,0,37,3.4,0,False,False,25.36,1,,False,False,False,42.24,Refiners & Pipelines,False,13.83,0,False,OKE
Value,False,False,False,7.31,False,False,False,False,False,0,91,9.44,0,False,False,18.4,2,LAG_PERF,False,False,False,18.06,Insurance,False,1.65,0,False,HIG
Value,False,False,False,10.98,False,False,False,False,False,0,165,10.86,0,False,False,24.01,1,,False,False,False,37.04,Banks,False,2.18,0,False,KEY
Value,False,False,False,5.57,False,False,False,False,False,0,17,6.05,0,False,False,14.9,1,LAG_PERF,False,False,False,8.87,Traders & Distributors,False,3.2800000000000002,0,False,GWW
Value,False,False,False,9.01,False,False,False,False,False,0,99,6.62,0,False,False,16.45,2,LAG_PERF,False,False,False,12.46,Software & Services,False,0.8200000000000001,0,False,BR
Value,False,False,False,9.62,False,False,False,False,False,0,10,6.65,0,False,False,24.07,2,,False,False,False,37.3,Energy Services,False,7.8,0,False,HAL
Value,False,False,False,10.65,False,False,False,False,True,0,83,6.25,0,True,False,18.19,2,LAG_PERF,False,False,False,17.46,Pharmaceuticals,False,1.28,0,False,PKI
Value,False,False,False,10.73,False,False,False,False,True,0,55,7.01,0,True,False,20.84,2,,False,False,False,25.73,Healthcare,False,3.1,0,False,COO
Value,False,False,False,4.03,False,False,False,False,True,0,105,4.48,0,False,False,11.91,0,LAG_PERF,False,False,False,3.65,Real Estate,False,3.4,0,False,VTR
Value,False,False,False,10.85,False,False,False,False,False,0,64,6.75,0,False,False,37.6,2,LEAD_PERF,False,False,False,82.3,Oil & Gas Producers,False,20,0,False,OXY
Value,False,False,False,10.18,False,False,False,False,False,0,165,10.15,0,False,False,22.21,2,,False,False,False,30.37,Banks,False,1.88,0,False,CFG
Value,False,False,False,6.58,False,False,False,False,False,0,57,4.26,0,False,False,13.73,2,LAG_PERF,False,False,False,6.5600000000000005,Retailing,False,2.89,0,False,TSCO
Value,False,False,False,16.02,False,False,False,False,False,0,23,9.73,0,False,False,36.63,2,LEAD_PERF,False,False,False,80.34,Steel,False,10.88,0,False,NUE
Value,False,False,False,9.8,False,False,False,False,False,0,165,7.84,0,False,False,19.4,2,LAG_PERF,False,False,False,21.01,Banks,False,1.76,0,False,RF
Value,False,False,False,18.26,False,False,False,False,False,0,83,7.64,0,True,False,26.01,1,,False,False,False,44.97,Pharmaceuticals,False,0.11,0,False,INCY
Value,False,False,False,10.35,False,False,False,False,False,0,99,7.88,0,False,False,20.16,1,,False,False,False,23.48,Software & Services,False,1.9300000000000002,0,False,AKAM
Value,False,False,False,6.36,False,False,False,False,False,0,64,7.15,0,False,False,29.7,2,,False,False,False,58.43,Oil & Gas Producers,False,16.18,0,False,HES
Value,False,False,False,10.08,False,False,False,False,False,0,55,8.65,0,False,False,18.85,3,LAG_PERF,False,False,False,19.33,Healthcare,False,0.12,0,False,DGX
Value,False,False,False,4.15,False,False,False,False,False,0,53,5.6,0,False,False,12.03,1,LAG_PERF,False,False,False,3.7800000000000002,Technology Hardware,False,2.2800000000000002,0,False,WDC
Value,False,False,False,6.95,True,False,False,False,False,0,103,5.14,0,False,False,23.89,2,,True,False,False,36.54,Utilities,False,11.81,0,False,CMS
Value,False,False,False,5.37,False,False,False,False,False,0,55,4.44,0,True,False,11.81,3,LAG_PERF,False,False,False,3.52,Healthcare,False,1.99,0,False,CAH
Value,False,False,False,16.45,False,False,False,False,False,0,92,4.68,0,False,False,32.83,2,LEAD_PERF,False,False,False,69.2,Food Products,False,11.7,0,False,CAG
Value,False,False,False,7.36,False,False,False,False,False,0,57,5.92,0,False,False,17.03,1,LAG_PERF,False,False,False,13.96,Retailing,False,3.74,0,False,ULTA
Value,False,False,False,7.92,False,False,False,False,False,0,57,4.04,0,False,False,12.03,1,LAG_PERF,False,False,False,3.79,Retailing,False,0.08,0,False,KMX
Value,False,False,False,8.31,False,False,False,False,False,0,103,5.95,0,False,False,35.05,2,LEAD_PERF,True,False,False,75.96,Utilities,False,20.79,0,False,AES
Value,False,False,False,7.71,False,False,False,False,False,0,73,7.47,0,True,False,30.6,2,LEAD_PERF,False,False,False,61.65,Chemicals,False,15.42,0,False,CE
Value,False,False,False,6.35,False,False,False,False,False,0,55,5.8,0,False,False,13,3,LAG_PERF,False,False,False,5.06,Healthcare,False,0.84,0,False,ABC
Value,False,False,False,10.67,False,False,False,False,False,0,83,6.14,0,True,False,18.29,0,LAG_PERF,False,False,False,17.74,Pharmaceuticals,False,1.48,0,False,WAT
Value,False,False,False,13.34,False,False,False,False,False,0,42,4.73,0,False,False,26.21,2,,False,False,False,45.59,Consumer Services,False,8.15,0,False,DRI
Value,False,False,False,9.06,False,False,False,False,False,0,53,8.43,0,False,False,17.89,2,LAG_PERF,False,False,False,16.63,Technology Hardware,False,0.4,0,False,ANET
Value,False,False,False,9.83,False,False,False,False,False,0,103,7.29,0,False,False,34.51,3,LEAD_PERF,True,False,False,74.49,Utilities,False,17.39,0,False,FE
Value,False,False,False,9.23,False,False,False,False,False,0,41,5.28,0,False,False,18.57,0,LAG_PERF,False,False,False,18.61,Transportation,False,4.05,0,False,EXPD
Value,False,False,False,7.97,False,False,False,False,False,0,99,5.92,0,False,False,14.57,2,LAG_PERF,False,False,False,8.21,Software & Services,False,0.68,0,False,CTXS
Value,False,False,False,13.54,False,False,False,False,False,0,73,7.25,0,True,False,38.66,2,LEAD_PERF,False,True,False,84.24,Chemicals,False,17.86,0,False,FMC
Value,False,False,False,13,False,False,False,False,False,0,53,6,0,False,False,27.1,0,,False,False,False,48.7,Machinery,False,8.1,0,False,IEX
Value,False,False,False,4.5600000000000005,False,False,False,False,False,0,85,5.36,0,False,False,11.73,2,LAG_PERF,False,False,False,3.41,Diversified Financials,False,1.81,0,False,NDAQ
Value,False,False,False,14.83,False,False,False,False,False,0,92,4.74,0,True,False,27.02,2,,False,False,False,48.47,Food Products,False,7.45,0,False,K
Value,False,False,False,9.72,False,False,False,False,False,0,42,3.86,0,False,False,23.89,3,,False,False,False,36.52,Consumer Services,False,10.31,0,False,CCL
Value,False,False,False,4.92,False,False,False,False,False,0,53,6.46,0,False,False,12.14,2,LAG_PERF,False,False,False,3.89,Technology Hardware,False,0.76,0,False,HPE
Value,False,False,False,3.03,False,False,False,False,True,0,105,4.43,0,False,False,10.8,2,LAG_PERF,False,False,False,2.51,Real Estate,False,3.34,0,False,PEAK
Value,False,False,False,14.98,False,False,False,False,False,0,42,6.8100000000000005,0,False,False,26.86,2,,False,False,False,47.93,Consumer Services,False,5.07,0,False,DPZ
Value,False,False,False,3.48,False,False,False,False,False,0,105,5.82,0,False,False,13.19,0,LAG_PERF,False,False,False,5.47,Real Estate,False,3.9,0,False,ESS
Value,False,False,False,5.07,False,False,False,False,False,0,57,3.88,0,False,False,12.64,2,LAG_PERF,False,False,False,4.57,Retailing,False,3.68,0,False,GPC
